facility_name,city,sector,department_name,date_iso,energy_type,scope,consumption_amount,co2_emission_tons
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,quality control,2022-12-07,Lpg,Scope 1,354.34,0.1721
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,EHS,2022-12-11,Lpg,Scope 1,1010.8,
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Finance & Accounting,2022-12-11,Lpg,Scope 1,1010.8,
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Production,2022-12-11,Lpg,Scope 1,1010.8,
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Human Resources,2022-12-11,Lpg,Scope 1,1010.8,
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Production,2022-12-11,Lpg,Scope 1,1010.8,
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,quality control,2022-12-11,Lpg,Scope 1,1010.8,
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,EHS,2022-12-12,Electricity,,693.08,0.3619
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Finance & Accounting,2022-12-12,Electricity,,693.08,0.3619
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Production,2022-12-12,Electricity,,693.08,0.3619
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Human Resources,2022-12-12,Electricity,,693.08,0.3619
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Production,2022-12-12,Electricity,,693.08,0.3619
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,quality control,2022-12-12,Electricity,,693.08,0.3619
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,EHS,2022-12-20,Natural Gas,,1084.46,0.469
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Finance & Accounting,2022-12-20,Natural Gas,,1084.46,0.469
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Production,2022-12-20,Natural Gas,,1084.46,0.469
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Human Resources,2022-12-20,Natural Gas,,1084.46,0.469
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Production,2022-12-20,Natural Gas,,1084.46,0.469
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,quality control,2022-12-20,Natural Gas,,1084.46,0.469
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,EHS,2023-01-07,Diesel,Scope 2,1829.17,
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Finance & Accounting,2023-01-07,Diesel,Scope 2,1829.17,
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Production,2023-01-07,Diesel,Scope 2,1829.17,
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Human Resources,2023-01-07,Diesel,Scope 2,1829.17,
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Production,2023-01-07,Diesel,Scope 2,1829.17,
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,quality control,2023-01-07,Diesel,Scope 2,1829.17,
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,EHS,2023-01-08,Electricity,Scope 1,871.59,0.6287
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Finance & Accounting,2023-01-08,Electricity,Scope 1,871.59,0.6287
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Production,2023-01-08,Electricity,Scope 1,871.59,0.6287
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Human Resources,2023-01-08,Electricity,Scope 1,871.59,0.6287
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Production,2023-01-08,Electricity,Scope 1,871.59,0.6287
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,quality control,2023-01-08,Electricity,Scope 1,871.59,0.6287
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,EHS,2023-01-11,Diesel,Scope 1,168.21,0.0469
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Finance & Accounting,2023-01-11,Diesel,Scope 1,168.21,0.0469
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Production,2023-01-11,Diesel,Scope 1,168.21,0.0469
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Human Resources,2023-01-11,Diesel,Scope 1,168.21,0.0469
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Production,2023-01-11,Diesel,Scope 1,168.21,0.0469
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,quality control,2023-01-11,Diesel,Scope 1,168.21,0.0469
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,EHS,2023-01-14,Electricity,,,0.2174
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Finance & Accounting,2023-01-14,Electricity,,,0.2174
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Production,2023-01-14,Electricity,,,0.2174
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Human Resources,2023-01-14,Electricity,,,0.2174
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Production,2023-01-14,Electricity,,,0.2174
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,quality control,2023-01-14,Electricity,,,0.2174
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,EHS,2023-01-17,Electricity,,216.13,0.1814
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Finance & Accounting,2023-01-17,Electricity,,216.13,0.1814
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Production,2023-01-17,Electricity,,216.13,0.1814
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Human Resources,2023-01-17,Electricity,,216.13,0.1814
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Production,2023-01-17,Electricity,,216.13,0.1814
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,quality control,2023-01-17,Electricity,,216.13,0.1814
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,EHS,2023-01-25,Natural Gas,,1056.52,0.4045
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Finance & Accounting,2023-01-25,Natural Gas,,1056.52,0.4045
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Production,2023-01-25,Natural Gas,,1056.52,0.4045
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Human Resources,2023-01-25,Natural Gas,,1056.52,0.4045
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Production,2023-01-25,Natural Gas,,1056.52,0.4045
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,quality control,2023-01-25,Natural Gas,,1056.52,0.4045
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,EHS,2023-02-18,Diesel,Scope 2,2445.96,0.7631
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Finance & Accounting,2023-02-18,Diesel,Scope 2,2445.96,0.7631
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Production,2023-02-18,Diesel,Scope 2,2445.96,0.7631
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Human Resources,2023-02-18,Diesel,Scope 2,2445.96,0.7631
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Production,2023-02-18,Diesel,Scope 2,2445.96,0.7631
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,quality control,2023-02-18,Diesel,Scope 2,2445.96,0.7631
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,EHS,2023-02-21,Natural Gas,Scope 2,407.97,0.1656
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Finance & Accounting,2023-02-21,Natural Gas,Scope 2,407.97,0.1656
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Production,2023-02-21,Natural Gas,Scope 2,407.97,0.1656
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Human Resources,2023-02-21,Natural Gas,Scope 2,407.97,0.1656
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Production,2023-02-21,Natural Gas,Scope 2,407.97,0.1656
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,quality control,2023-02-21,Natural Gas,Scope 2,407.97,0.1656
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,EHS,2023-02-24,Diesel,,,
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Finance & Accounting,2023-02-24,Diesel,,,
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Production,2023-02-24,Diesel,,,
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Human Resources,2023-02-24,Diesel,,,
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Production,2023-02-24,Diesel,,,
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,quality control,2023-02-24,Diesel,,,
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,EHS,2023-02-28,Electricity,Scope 2,223.43,0.1529
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Finance & Accounting,2023-02-28,Electricity,Scope 2,223.43,0.1529
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Production,2023-02-28,Electricity,Scope 2,223.43,0.1529
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Human Resources,2023-02-28,Electricity,Scope 2,223.43,0.1529
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Production,2023-02-28,Electricity,Scope 2,223.43,0.1529
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,quality control,2023-02-28,Electricity,Scope 2,223.43,0.1529
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,EHS,2023-03-17,Electricity,Scope 1,1065.39,0.8207
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Finance & Accounting,2023-03-17,Electricity,Scope 1,1065.39,0.8207
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Production,2023-03-17,Electricity,Scope 1,1065.39,0.8207
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Human Resources,2023-03-17,Electricity,Scope 1,1065.39,0.8207
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Production,2023-03-17,Electricity,Scope 1,1065.39,0.8207
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,quality control,2023-03-17,Electricity,Scope 1,1065.39,0.8207
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,EHS,2023-03-28,Natural Gas,Scope 2,16.9,0.0099
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Finance & Accounting,2023-03-28,Natural Gas,Scope 2,16.9,0.0099
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Production,2023-03-28,Natural Gas,Scope 2,16.9,0.0099
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Human Resources,2023-03-28,Natural Gas,Scope 2,16.9,0.0099
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Production,2023-03-28,Natural Gas,Scope 2,16.9,0.0099
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,quality control,2023-03-28,Natural Gas,Scope 2,16.9,0.0099
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,EHS,2023-04-19,Natural Gas,,1431.52,0.6908
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Finance & Accounting,2023-04-19,Natural Gas,,1431.52,0.6908
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Production,2023-04-19,Natural Gas,,1431.52,0.6908
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Human Resources,2023-04-19,Natural Gas,,1431.52,0.6908
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Production,2023-04-19,Natural Gas,,1431.52,0.6908
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,quality control,2023-04-19,Natural Gas,,1431.52,0.6908
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,EHS,2023-04-20,Lpg,,2426.97,0.6428
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Finance & Accounting,2023-04-20,Lpg,,2426.97,0.6428
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Production,2023-04-20,Lpg,,2426.97,0.6428
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Human Resources,2023-04-20,Lpg,,2426.97,0.6428
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Production,2023-04-20,Lpg,,2426.97,0.6428
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,quality control,2023-04-20,Lpg,,2426.97,0.6428
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,EHS,2023-04-30,Electricity,Scope 1,2250.34,1.0717
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Finance & Accounting,2023-04-30,Electricity,Scope 1,2250.34,1.0717
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Production,2023-04-30,Electricity,Scope 1,2250.34,1.0717
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Human Resources,2023-04-30,Electricity,Scope 1,2250.34,1.0717
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Production,2023-04-30,Electricity,Scope 1,2250.34,1.0717
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,quality control,2023-04-30,Electricity,Scope 1,2250.34,1.0717
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,EHS,2023-05-06,Petrol,Scope 1,390.3,0.2659
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Finance & Accounting,2023-05-06,Petrol,Scope 1,390.3,0.2659
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Production,2023-05-06,Petrol,Scope 1,390.3,0.2659
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Human Resources,2023-05-06,Petrol,Scope 1,390.3,0.2659
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Production,2023-05-06,Petrol,Scope 1,390.3,0.2659
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,quality control,2023-05-06,Petrol,Scope 1,390.3,0.2659
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,EHS,2023-05-10,Petrol,,1249.83,0.6025
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Finance & Accounting,2023-05-10,Petrol,,1249.83,0.6025
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Production,2023-05-10,Petrol,,1249.83,0.6025
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Human Resources,2023-05-10,Petrol,,1249.83,0.6025
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Production,2023-05-10,Petrol,,1249.83,0.6025
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,quality control,2023-05-10,Petrol,,1249.83,0.6025
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,EHS,2023-05-29,Electricity,Scope 1,,
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Finance & Accounting,2023-05-29,Electricity,Scope 1,,
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Production,2023-05-29,Electricity,Scope 1,,
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Human Resources,2023-05-29,Electricity,Scope 1,,
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Production,2023-05-29,Electricity,Scope 1,,
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,quality control,2023-05-29,Electricity,Scope 1,,
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,EHS,2023-06-04,Natural Gas,Scope 1,529.93,
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Finance & Accounting,2023-06-04,Natural Gas,Scope 1,529.93,
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Production,2023-06-04,Natural Gas,Scope 1,529.93,
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Human Resources,2023-06-04,Natural Gas,Scope 1,529.93,
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Production,2023-06-04,Natural Gas,Scope 1,529.93,
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,quality control,2023-06-04,Natural Gas,Scope 1,529.93,
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,EHS,2023-07-09,Electricity,Scope 2,560.27,0.2286
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Finance & Accounting,2023-07-09,Electricity,Scope 2,560.27,0.2286
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Production,2023-07-09,Electricity,Scope 2,560.27,0.2286
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Human Resources,2023-07-09,Electricity,Scope 2,560.27,0.2286
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Production,2023-07-09,Electricity,Scope 2,560.27,0.2286
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,quality control,2023-07-09,Electricity,Scope 2,560.27,0.2286
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,EHS,2023-08-02,Diesel,,505.49,0.36
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Finance & Accounting,2023-08-02,Diesel,,505.49,0.36
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Production,2023-08-02,Diesel,,505.49,0.36
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Human Resources,2023-08-02,Diesel,,505.49,0.36
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Production,2023-08-02,Diesel,,505.49,0.36
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,quality control,2023-08-02,Diesel,,505.49,0.36
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,EHS,2023-08-14,Lpg,Scope 2,562.15,0.2212
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Finance & Accounting,2023-08-14,Lpg,Scope 2,562.15,0.2212
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Production,2023-08-14,Lpg,Scope 2,562.15,0.2212
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Human Resources,2023-08-14,Lpg,Scope 2,562.15,0.2212
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Production,2023-08-14,Lpg,Scope 2,562.15,0.2212
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,quality control,2023-08-14,Lpg,Scope 2,562.15,0.2212
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,EHS,2023-08-24,Electricity,Scope 2,,0.8165
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Finance & Accounting,2023-08-24,Electricity,Scope 2,,0.8165
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Production,2023-08-24,Electricity,Scope 2,,0.8165
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Human Resources,2023-08-24,Electricity,Scope 2,,0.8165
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Production,2023-08-24,Electricity,Scope 2,,0.8165
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,quality control,2023-08-24,Electricity,Scope 2,,0.8165
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,EHS,2023-08-26,Diesel,Scope 1,419.42,0.2151
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Finance & Accounting,2023-08-26,Diesel,Scope 1,419.42,0.2151
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Production,2023-08-26,Diesel,Scope 1,419.42,0.2151
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Human Resources,2023-08-26,Diesel,Scope 1,419.42,0.2151
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Production,2023-08-26,Diesel,Scope 1,419.42,0.2151
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,quality control,2023-08-26,Diesel,Scope 1,419.42,0.2151
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,EHS,2023-09-18,Electricity,Scope 2,,0.2212
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Finance & Accounting,2023-09-18,Electricity,Scope 2,,0.2212
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Production,2023-09-18,Electricity,Scope 2,,0.2212
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Human Resources,2023-09-18,Electricity,Scope 2,,0.2212
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Production,2023-09-18,Electricity,Scope 2,,0.2212
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,quality control,2023-09-18,Electricity,Scope 2,,0.2212
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,EHS,2023-11-17,Electricity,Scope 2,478.84,0.3992
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Finance & Accounting,2023-11-17,Electricity,Scope 2,478.84,0.3992
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Production,2023-11-17,Electricity,Scope 2,478.84,0.3992
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Human Resources,2023-11-17,Electricity,Scope 2,478.84,0.3992
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Production,2023-11-17,Electricity,Scope 2,478.84,0.3992
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,quality control,2023-11-17,Electricity,Scope 2,478.84,0.3992
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,EHS,2023-11-18,Lpg,Scope 2,1023.9,0.4619
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Finance & Accounting,2023-11-18,Lpg,Scope 2,1023.9,0.4619
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Production,2023-11-18,Lpg,Scope 2,1023.9,0.4619
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Human Resources,2023-11-18,Lpg,Scope 2,1023.9,0.4619
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Production,2023-11-18,Lpg,Scope 2,1023.9,0.4619
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,quality control,2023-11-18,Lpg,Scope 2,1023.9,0.4619
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,EHS,2023-11-19,Natural Gas,Scope 2,836.14,0.5705
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Finance & Accounting,2023-11-19,Natural Gas,Scope 2,836.14,0.5705
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Production,2023-11-19,Natural Gas,Scope 2,836.14,0.5705
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Human Resources,2023-11-19,Natural Gas,Scope 2,836.14,0.5705
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Production,2023-11-19,Natural Gas,Scope 2,836.14,0.5705
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,quality control,2023-11-19,Natural Gas,Scope 2,836.14,0.5705
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,EHS,2023-11-22,Electricity,,1229.47,0.5962
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Finance & Accounting,2023-11-22,Electricity,,1229.47,0.5962
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Production,2023-11-22,Electricity,,1229.47,0.5962
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Human Resources,2023-11-22,Electricity,,1229.47,0.5962
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Production,2023-11-22,Electricity,,1229.47,0.5962
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,quality control,2023-11-22,Electricity,,1229.47,0.5962
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,EHS,2023-12-06,Electricity,Scope 2,1346.01,
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Finance & Accounting,2023-12-06,Electricity,Scope 2,1346.01,
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Production,2023-12-06,Electricity,Scope 2,1346.01,
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Human Resources,2023-12-06,Electricity,Scope 2,1346.01,
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Production,2023-12-06,Electricity,Scope 2,1346.01,
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,quality control,2023-12-06,Electricity,Scope 2,1346.01,
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,EHS,2023-12-19,Electricity,Scope 1,1979.56,1.1546
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Finance & Accounting,2023-12-19,Electricity,Scope 1,1979.56,1.1546
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Production,2023-12-19,Electricity,Scope 1,1979.56,1.1546
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Human Resources,2023-12-19,Electricity,Scope 1,1979.56,1.1546
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Production,2023-12-19,Electricity,Scope 1,1979.56,1.1546
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,quality control,2023-12-19,Electricity,Scope 1,1979.56,1.1546
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,EHS,2024-01-23,Lpg,Scope 1,1018.37,0.6823
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Finance & Accounting,2024-01-23,Lpg,Scope 1,1018.37,0.6823
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Production,2024-01-23,Lpg,Scope 1,1018.37,0.6823
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Human Resources,2024-01-23,Lpg,Scope 1,1018.37,0.6823
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Production,2024-01-23,Lpg,Scope 1,1018.37,0.6823
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,quality control,2024-01-23,Lpg,Scope 1,1018.37,0.6823
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,EHS,2024-01-28,Diesel,Scope 1,922.12,
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Finance & Accounting,2024-01-28,Diesel,Scope 1,922.12,
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Production,2024-01-28,Diesel,Scope 1,922.12,
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Human Resources,2024-01-28,Diesel,Scope 1,922.12,
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Production,2024-01-28,Diesel,Scope 1,922.12,
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,quality control,2024-01-28,Diesel,Scope 1,922.12,
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,EHS,2024-02-28,Electricity,,1136.97,0.7749
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Finance & Accounting,2024-02-28,Electricity,,1136.97,0.7749
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Production,2024-02-28,Electricity,,1136.97,0.7749
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Human Resources,2024-02-28,Electricity,,1136.97,0.7749
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Production,2024-02-28,Electricity,,1136.97,0.7749
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,quality control,2024-02-28,Electricity,,1136.97,0.7749
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,EHS,2024-03-11,Lpg,,,0.6408
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Finance & Accounting,2024-03-11,Lpg,,,0.6408
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Production,2024-03-11,Lpg,,,0.6408
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Human Resources,2024-03-11,Lpg,,,0.6408
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Production,2024-03-11,Lpg,,,0.6408
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,quality control,2024-03-11,Lpg,,,0.6408
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,EHS,2024-03-12,Lpg,Scope 2,1916.07,1.597
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Finance & Accounting,2024-03-12,Lpg,Scope 2,1916.07,1.597
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Production,2024-03-12,Lpg,Scope 2,1916.07,1.597
Northline Manufacturing Plant,Amsterdam,Textile Manufacturing,Human Resources,2024-03-12,Lpg,Scope 2,1916.07,1.597
